# PathPlanner CSV Format:
# timeSeconds, positionMeters, velocityMetersPerSecond, accelerationMetersPerSecondSq, headingDegrees, holonomicRotationDegrees, curvatureRadPerMeter, curveRadiusMeters, angularVelocityDegreesPerSec, angularAccelerationDegreesPerSecSq
 0.0,-0.0,0,-0.0,28.571392550906864,0.0,0.0969230049938322,10.317467974333194,0.0,0.0
 0.0636511800996391,-0.004051472728076693,-0.0636511800996391,-1.0,28.571392550906864,0.0,0.0969230049938322,10.317467974333194,0.0,0.0
 0.09002645801432255,-0.00810476314260458,-0.15367763811396165,-3.4132894563436507,28.59389655700712,0.0,0.0950709448867041,10.51846072626814,0.8532234683194154,32.34936409312356
 0.11027220979932939,-0.012159960254027314,-0.2002986678136518,-2.3027561631085356,28.615980687593716,0.0,0.09321485019169823,10.727904383727267,1.0908031878052031,11.734793649980897
 0.12734658628815798,-0.016217153039247263,-0.23761879608748734,-2.185738864212894,28.637644084650915,0.0,0.0913550925874454,10.946297263535655,1.2687665093582219,10.422829886025792
 0.14239533153235134,-0.020276430442208247,-0.26974191782050916,-2.134604660505944,28.658885947482347,0.0,0.0894920492379371,11.174177019248365,1.411537140588157,9.487211652082689
 0.15600602992985205,-0.024337881374473888,-0.2984013614622035,-2.1056556250601344,28.679705532840643,0.0,0.08762609387921219,11.412125723399763,1.5296485713120787,8.677837629963943
 0.16852772684581965,-0.028401594715819194,-0.3245337567756714,-2.086969161515485,28.70010215471523,0.0,0.08575760130273612,11.660773911689327,1.62890237732657,7.926545953042795
 0.18018784452573414,-0.03246765931483013,-0.34871557137155385,-2.0738911269770113,28.72007518439086,0.0,0.08388694256419002,11.920806378594657,1.7129355143681626,7.20688584355769
 0.19114435379968225,-0.0365361639894981,-0.37133219832541653,-2.064218300589537,28.73962405041577,0.0,0.08201449215225524,12.192967044696891,1.784223929001633,6.506489690377669
 0.20151227637002142,-0.04060719752782788,-0.39265663016970326,-2.056769974854195,28.75874823846377,0.0,0.08014061942196499,12.478066768297518,1.8445535176653447,5.818869523225817
 0.21137844896877966,-0.04468084868844698,-0.41289072533880145,-2.050855584225726,28.777447291313337,0.0,0.07826569463529122,12.776990029410465,1.8952691798560468,5.140358298321783
 0.22081033988747054,-0.048757206201220246,-0.4321887888562493,-2.0460439676211153,28.795720808683622,0.0,0.07639008376822573,13.090704325368833,1.9374182258695656,4.468780054484465
 0.22986160785975002,-0.05283635876786947,-0.4506719477472199,-2.0420518923511457,28.813568447125636,0.0,0.07451415905836778,13.420268209920867,1.9718384757442875,3.8028097256801647
 0.23857576377871567,-0.05691839506259752,-0.4684373716384659,-2.0386855659285326,28.830989919918377,0.0,0.07263828019350677,13.766845764189656,1.9992151798459228,3.141635788505004
 0.24698867126390514,-0.06100340373270938,-0.48556443504262026,-2.0358078861922313,28.847984996834416,0.0,0.07076281157642762,14.1317166138876,2.0201193161768902,2.4847695481934218
 0.25513030670473025,-0.06509147339924971,-0.502118977968637,-2.0333191096970884,28.864553504033772,0.0,0.0688881156642801,14.516291966431597,2.0350342777908748,1.8319368046370197
 0.26302603038032274,-0.06918269265763044,-0.5181563370850517,-2.031144930513446,28.880695323838157,0.0,0.06701455134333399,14.922132282535545,2.0443749639169653,1.1830057015501896
 0.2706975250686133,-0.0732771500782725,-0.5337235554489368,-2.0292288525789197,28.896410394491717,0.0,0.06514247360904112,15.350967573039938,2.0485017968588104,0.5379437918589963
 0.2781635026513053,-0.07737493420724273,-0.5488610277199207,-2.027527152783896,28.911698710015887,0.0,0.0632722395722509,15.804719522502358,2.0477312387883524,-0.10320926655932808
 0.28544024517733463,-0.0814761335668969,-0.5636037478286386,-2.0260054627441244,28.926560319874664,0.0,0.06140419911773481,16.285531191158867,2.0423437830339006,-0.7403664119186052
 0.2925420254536548,-0.08558083665652681,-0.577982270630989,-2.0246363929750553,28.94099532875274,0.0,0.05953870080112017,16.79579813708642,2.032590183930166,-1.3734019815082827
 0.29948143841147257,-0.08968913195300462,-0.5920234638651274,-2.0233978464014055,28.95500389630491,0.0,0.05767609186933464,17.338206657023555,2.0186963417972237,-2.0021639031136997
 0.30626966534646366,-0.09380110791143483,-0.6057511037579353,-2.0222717985526377,28.96858623682783,0.0,0.05581671651234019,17.915779760690793,2.000867185643043,-2.6264820438275995
 0.312916686940474,-0.09791685296580258,-0.6191863522869372,-2.021243400368748,28.981742618967516,0.0,0.05396091379755621,18.531932275121854,1.9792898147858289,-3.246171319295485
 0.31943145670023226,-0.10203645552963235,-0.632348143640708,-2.0203003082428435,28.99447336538648,0.0,0.05210902091822905,19.19053519676043,1.9541360460046255,-3.861037259762894
 0.3258220434480083,-0.10616000399663582,-0.6452535001482433,-2.019432176869591,29.006778852450548,0.0,0.050261371212111106,19.895995192408073,1.925564513829552,-4.470877761735532
 0.33209574935757347,-0.11028758674136828,-0.6579177928055839,-2.018630270512372,29.018659509861507,0.0,0.04841829788224707,20.653348914329708,1.8937223998414863,-5.075487191632281
 0.3382592084775997,-0.1144192921198923,-0.6703549578351744,-2.017887161639437,29.030115820265276,0.0,0.046580123779305115,21.46838434217055,1.8587468790939592,-5.674657698934828
 0.3443184695458915,-0.11855520847042504,-0.6825776780234896,-2.017196494846019,29.041148318931302,0.0,0.04474717733440741,22.34777833083721,1.8207663511571992,-6.268178167056124
 0.3502790660516317,-0.12269542411400342,-0.6945975355975256,-2.016552800120016,29.05175759330393,0.0,0.04291977131542383,23.299285372488363,1.7799014515425047,-6.855840615170091
